"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/specs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/specs/list.csv?datainfo&rowcount&cc=SOA"
"Access Time","Tue 2020-10-20 21:51:40 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","cc","SOA"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","6"
"Records Found","10631"
"Records Returned","10631"
"Records:"
"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specelt_no","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no"
"145345","spm","","1252359","0","165494","CPUC/Q/CO/3320","","","","shell","","1","table","","","Hoploscaphites constrictus","species","130780","","Hoploscaphites constrictus","species","130777","70.6","66","54096"
"145346","spm","","1252359","0","165494","CPUC/Q/CO/3261","","","","shell","","1","table","","","Hoploscaphites constrictus","species","130780","","Hoploscaphites constrictus","species","130777","70.6","66","54096"
"145347","spm","","1252359","0","165494","CPUC/Q/CO/2347","","","","shell","","1","table","","","Hoploscaphites constrictus","species","130780","","Hoploscaphites constrictus","species","130777","70.6","66","54096"
"145348","spm","","1252359","0","165494","CPUC/Q/CO/3382A","","","","shell","","1","table","","","Hoploscaphites constrictus","species","130780","","Hoploscaphites constrictus","species","130777","70.6","66","54096"
"145349","spm","","1252359","0","165494","CPUC/Q/CO/3382D","","","","shell","","1","table","","","Hoploscaphites constrictus","species","130780","","Hoploscaphites constrictus","species","130777","70.6","66","54096"
"145350","spm","","1252359","0","165494","CPUC/Q/CO/3382B","","","","shell","","1","table","","","Hoploscaphites constrictus","species","130780","","Hoploscaphites constrictus","species","130777","70.6","66","54096"
"145351","spm","","1252359","0","165494","CPUC/Q/CO/3321","","","","shell","","1","table","","","Hoploscaphites constrictus","species","130780","","Hoploscaphites constrictus","species","130777","70.6","66","54096"
"145352","spm","","1252359","0","165494","CPUC/Q/CO/3382C","","","","shell","","1","table","","","Hoploscaphites constrictus","species","130780","","Hoploscaphites constrictus","species","130777","70.6","66","54096"
"145353","spm","","1252437","0","165511","SGO.PI 6795","","","","shell","","1","table","","","Menuites fresvillensis","species","312931","","Menuites fresvillensis","species","130908","70.6","66","54097"
"145354","spm","","1252437","0","165511","SGO.PI 6796","","","","shell","","1","table","","","Menuites fresvillensis","species","312931","","Menuites fresvillensis","species","130908","70.6","66","54097"
"145512","spm","","1252910","0","165586","IPB/QVO/50","","","","shell","","1","","","","Eutrephoceras subplicatum","species","313244","subjective synonym of","Eutrephoceras dorbignyanum","species","313062","72.1","66","54113"
"145513","spm","","1252910","0","165586","IPB/QVO/51","","","","shell","","1","","","","Eutrephoceras subplicatum","species","313244","subjective synonym of","Eutrephoceras dorbignyanum","species","313062","72.1","66","54113"
"145514","spm","","1252910","0","165586","IPB/QVO/53","","","","shell","","1","","","","Eutrephoceras subplicatum","species","313244","subjective synonym of","Eutrephoceras dorbignyanum","species","313062","72.1","66","54113"
"145515","spm","","1252910","0","165586","IPB/QVO/54","","","","shell","","1","","","","Eutrephoceras subplicatum","species","313244","subjective synonym of","Eutrephoceras dorbignyanum","species","313062","72.1","66","54113"
"145516","spm","","1252910","0","165586","IPB/QVO/55","","","","shell","","1","","","","Eutrephoceras subplicatum","species","313244","subjective synonym of","Eutrephoceras dorbignyanum","species","313062","72.1","66","54113"
"145517","spm","","1252910","0","165586","IPB/QVO/56","","","","shell","","1","","","","Eutrephoceras subplicatum","species","313244","subjective synonym of","Eutrephoceras dorbignyanum","species","313062","72.1","66","54113"
"145522","spm","","1252568","0","165542","MNHN A32679","","","","shell","","1","","","","Nautilus valenciennii","species","313064","subjective synonym of","Eutrephoceras dorbignyanum","species","313062","72.1","66","54113"
"145523","spm","","1252567","0","165538","NHM C 2613","","","","shell","","1","","","","Nautilus dorbignyanus","species","313062","recombined as","Eutrephoceras dorbignyanum","species","313062","72.1","66","54113"
"145524","spm","","1252931","0","165491","CPUC/Q/2792","","","","shell","","1","","","","Eutrephoceras dorbignyanum","species","313063","","Eutrephoceras dorbignyanum","species","313062","70.6","66","54113"
"145525","spm","","1252931","0","165491","CPUC/Q/2792","","","","shell","","1","","","","Eutrephoceras dorbignyanum","species","313063","","Eutrephoceras dorbignyanum","species","313062","70.6","66","54113"
"145713","spm","","767054","0","81874","PRI 3701","holotype","","","partial shell","","1","text","1","","Cimomia haughti","species","127238","recombined as","Deltoidonautilus haughti","species","127236","41.3","38","27587"
"145734","spm","","1254582","0","88369","Stanford University Paleo Type Coll. 7892","holotype","","","shell","","1","text","1","","Aturoidea olssoni","species","314365","","Aturoidea olssoni","species","314365","47.8","41.3","27587"
"146752","spm","","1257120","0","35057","CORD-PZ-3205","holotype","","","forewing","","1","text","","","Sphecorydaloides lucchesei","species","315918","","Sphecorydaloides lucchesei","species","315918","307","298.9","54496"
"146753","spm","","1257120","0","35057","CORD-PZ-3205","holotype","","","body","","1","text","","","Sphecorydaloides lucchesei","species","315918","","Sphecorydaloides lucchesei","species","315918","307","298.9","54496"
"147510","spm","","1260324","0","167472","PULR-I 319","holotype","","","tegmen","","1","text","","","Hermosablatta pygmaea","species","317262","","Hermosablatta pygmaea","species","317262","237","228","54653"
"147511","spm","","1260325","0","167472","PULR-I 278","holotype","","","elytron","","1","text","","","Ademosyne umutu","species","317263","","Ademosyne umutu","species","317263","237","228","54653"
"147512","spm","","1260330","0","167475","PULR-I 317","holotype","","","elytron","","1","text","","","Ischichucasyne cladocosta","species","317264","","Ischichucasyne cladocosta","species","317264","237","228","54653"
"147513","spm","F","1260326","0","167472","PULR-I 341","","","","elytron","","1","text","","","Argentinosyne frenguellii","species","213356","","Argentinosyne frenguellii","species","213356","237","228","54653"
"147514","spm","","1260333","0","167478","PULR-I 318","","","","elytron","","1","text","","","Babuskaya elaterata","species","317267","","Babuskaya elaterata","species","317267","237","228","54653"
"147515","spm","F","1260327","0","167472","PULR-I 342","","","","elytron","","1","text","","","Argentinocupes pulcher","species","213363","","Argentinocupes pulcher","species","213363","237","228","54653"
"147516","spm","","1260328","0","167472","PULR-I 315","holotype","","","elytron","","1","text","","","Argentinocupes sara","species","317268","","Argentinocupes sara","species","317268","237","228","54653"
"147559","spm","","1261359","0","167549","UFRGS MP-I-5290","holotype","","","wing","","1","text","","","Cacurgulopsis sanguinettiae","species","317451","","Cacurgulopsis sanguinettiae","species","317451","303.7","298.9","54710"
"147560","spm","","1261361","0","167551","DBAV-UERJ 88-91Pb","holotype","","","elytron","","1","text","","","Duartia pulchella","species","317455","","Duartia pulchella","species","317455","38","33.9","54711"
"147561","spm","","1261362","0","156168","UnG/1T-108","holotype","","","wing","","1","text","","","Cenomycetophila mineira","species","317457","","Cenomycetophila mineira","species","317457","33.9","28.1","54711"
"147562","spm","","1008645","0","122987","PULR-I 253","holotype","","","forewing","","1","text","","","Argentinoglosselytrina pulchella","species","212929","","Argentinoglosselytrina pulchella","species","212929","237","228","54712"
"147841","spm","","1264216","0","152023","MCNAM-PI 24608","holotype","","","forewing","","1","text","","","Argentinopanorpa miguezi","species","318684","","Argentinopanorpa miguezi","species","318684","237","228","54903"
"147895","spm","","767054","0","81874","SUI 1077","","","","shell","","1","picture","1","","Cimomia haughti","species","127238","recombined as","Deltoidonautilus haughti","species","127236","41.3","38","27587"
"148056","spm","","808627","0","88363","SU 7903","","","","shell","","1","picture","1","","Hercoglossa peruviana","species","127515","","Hercoglossa peruviana","species","127515","41.3","38","27587"
"148057","spm","","808627","0","88363","PRI 3700","","","","shell","","1","picture","1","","Hercoglossa peruviana","species","127515","","Hercoglossa peruviana","species","127515","41.3","38","27587"
"148059","spm","","806530","0","81883","M.N.R.J. Pl.30F.1,2","","","","shell","","1","picture","1","","Eutrephoceras pernambucense","species","144519","recombined as","Cimomia pernambucensis","species","144519","66","56","27587"
"148060","spm","","806530","0","81883","M.N.R.J. Pl.30F.3,4","","","","shell","","1","picture","1","","Eutrephoceras pernambucense","species","144519","recombined as","Cimomia pernambucensis","species","144519","66","56","27587"
"148221","spm","","869748","0","96434","M. N. H. B. Pl.73-3","","","","shell","","1","picture","1","","Aturia curvilineata","species","128838","subjective synonym of","Aturia cubaensis","species","125544","20.44","15.97","27587"
"148222","spm","","869748","0","96434","M. N. H. B. Pl.84-1","","","","shell","","1","picture","1","","Aturia curvilineata","species","128838","subjective synonym of","Aturia cubaensis","species","125544","20.44","15.97","27587"
"148223","spm","","869748","0","96434","M. N. H. B. Pl.85-4","","","","shell","","1","picture","1","","Aturia curvilineata","species","128838","subjective synonym of","Aturia cubaensis","species","125544","20.44","15.97","27587"
"148257","spm","","1273182","0","169206","MNHNBA Pl.74-4","","","","shell","","1","picture","1","","Aturia felschi","species","314736","","Aturia felschi","species","314736","56","33.9","27587"
"148258","spm","","1255001","0","166237","MNHNBA Pl.74-5","","","","shell","","1","picture","1","","Aturia (Sphenaturia) brueggeni","species","344711","subjective synonym of","Aturia cubaensis","species","125544","47.8","38","27587"
"148259","spm","","1273183","0","166239","MACN 544","","","","shell","","1","picture","1","","Aturia caroliameghinoi","species","314719","","Aturia caroliameghinoi","species","314719","28.1","23.03","27587"
"148262","spm","","536025","0","55440","PRI 3704","","","","shell","","1","picture","1","","Aturia peruviana","species","122910","","Aturia peruviana","species","122909","38","33.9","27587"
"148263","spm","","1078370","0","134847","MNHB Pl.80-1,2","","","","shell","","1","picture","1","","Aturia peruviana","species","122910","","Aturia peruviana","species","122909","38","33.9","27587"
"148269","spm","","1273501","0","169243","ENPM G1337","","","","shell","","1","picture","","","Aturia brueggeni","species","320275","","Aturia brueggeni","species","314715","56","33.9","55268"
"148279","spm","","536025","0","55440","USNM 559741","","","","shell","","1","picture","1","Crushed specimen","Aturia peruviana","species","122910","","Aturia peruviana","species","122909","38","33.9","27587"
"148280","spm","","536025","0","55440","SUI 1087","","","","shell","","1","picture","1","","Aturia peruviana","species","122910","","Aturia peruviana","species","122909","38","33.9","27587"
"148281","spm","","1078370","0","134847","MNHB Pl.84-3,4","","","","shell","","1","picture","1","","Aturia peruviana","species","122910","","Aturia peruviana","species","122909","38","33.9","27587"
"148282","spm","","1274128","0","169277","MNHB Pl.85-1,2,3","","","","shell","","1","picture","1","","Aturia peruviana","species","122910","","Aturia peruviana","species","122909","48.6","37.2","27587"
"148295","spm","","605733","0","58685","PRI 3703","","","","shell","","1","picture","1","","Aturia peruviana","species","122910","","Aturia peruviana","species","122909","38","33.9","27587"
"148297","spm","","1254582","0","88369","SU Pl.92 F.3-5","","","","shell","","1","picture","1","","Aturoidea olssoni","species","314365","","Aturoidea olssoni","species","314365","47.8","41.3","27587"
"148570","spm","","1280451","0","155268","MZUSP 1594","holotype","","","wing","female","1","text","","","Leptotarsus lukashevichae","species","321665","","Leptotarsus lukashevichae","species","321665","122.46","112.03","55462"
"148571","spm","","1280451","0","155268","MZUSP 1594","holotype","","","body","female","1","text","","","Leptotarsus lukashevichae","species","321665","","Leptotarsus lukashevichae","species","321665","122.46","112.03","55462"
"148819","spm","","604179","0","64088","UCMP 35728","holotype","","","shell","","1","text","","","Cymatoceras colombiana","species","322231","","Cymatoceras colombiana","species","322231","122.46","112.03","18503"
"148820","spm","","604181","0","64332","UCMP 35730","holotype","","","shell","","1","text","","","Eutrephoceras laverdei","species","322232","","Eutrephoceras laverdei","species","322232","122.46","112.03","18503"
"149837","spm","","70229","0","5160","GHUNLPam 2500","","","","shell","","1","text","","","Hercoglossa romeroi","species","323849","","Hercoglossa romeroi","species","323846","66","61.6","55692"
"149838","spm","","70229","0","5160","GHUNLPam 2514","","","","shell","","1","text","","","Hercoglossa romeroi","species","323849","","Hercoglossa romeroi","species","323846","66","61.6","55692"
"149839","spm","","1285193","0","5160","GHUNLPam 2521","","","","shell","","1","text","","","Hercoglossa walteri","species","127530","","Hercoglossa walteri","species","127530","66","61.6","55692"
"149840","spm","","1285201","0","48063","CPBA 8353","","","","shell","","1","text","","","Cimomia camachoi","species","323850","","Cimomia camachoi","species","323850","66","61.6","55692"
"150043","spm","","1253544","0","165733","MOZ-PI 9400","","","","shell","","1","table","","","Hecticoceras lairense","species","324551","","Hecticoceras lairense","species","324534","164.7","161.2","54156"
"150044","spm","","1286547","0","171546","MOZ-PI 9448/11","","","","shell","","1","table","","","Neoprionoceras girardoti","species","313821","","Neoprionoceras girardoti","species","313820","161.2","155.7","54156"
"150045","spm","","1286547","0","171546","MOZ-PI 9454","","","","shell","","1","table","","","Neoprionoceras girardoti","species","313821","","Neoprionoceras girardoti","species","313820","161.2","155.7","54156"
"150046","spm","","1286553","0","171548","MOZ-PI 9489","","","","shell","","1","table","","","Neoprionoceras girardoti","species","313821","","Neoprionoceras girardoti","species","313820","161.2","155.7","54156"
"150047","spm","","1253545","0","165733","MOZ-PI 9418","holotype","","","shell","","1","table","","","Choffatia schilleri","species","313822","","Choffatia schilleri","species","313822","164.7","161.2","54156"
"150048","spm","","1253545","0","165733","MOZ-PI 9414","paratype","","","shell","","1","table","","","Choffatia schilleri","species","313822","","Choffatia schilleri","species","313822","164.7","161.2","54156"
"150049","spm","","1286554","0","171548","MOZ-PI 9476","","","","shell","","1","table","","","Peltoceratoides pressulus","species","313825","","Peltoceratoides pressulus","species","313824","161.2","155.7","54156"
"150050","spm","","1286554","0","171548","MOZ-PI 9504","","","","shell","","1","table","","","Peltoceratoides pressulus","species","313825","","Peltoceratoides pressulus","species","313824","161.2","155.7","54156"
"150051","spm","","1286554","0","171548","MOZ-PI 9501","","","","shell","","1","table","","","Peltoceratoides pressulus","species","313825","","Peltoceratoides pressulus","species","313824","161.2","155.7","54156"
"150052","spm","","1286554","0","171548","MOZ-PI 9505","","","","shell","","1","table","","","Peltoceratoides pressulus","species","313825","","Peltoceratoides pressulus","species","313824","161.2","155.7","54156"
"150053","spm","","1286554","0","171548","MOZ-PI 9502","","","","shell","","1","table","","","Peltoceratoides pressulus","species","313825","","Peltoceratoides pressulus","species","313824","161.2","155.7","54156"
"150054","spm","","1286546","0","171546","MOZ-PI 9449/2","","","","shell","","1","table","","","Euaspidoceras ajax","species","313826","","Euaspidoceras ajax","species","313826","161.2","155.7","54156"
"150055","spm","","1286546","0","171546","MOZ-PI 9449/4","","","","shell","","1","table","","","Euaspidoceras ajax","species","313826","","Euaspidoceras ajax","species","313826","161.2","155.7","54156"
"150056","spm","","1286546","0","171546","MOZ-PI 9454/1","","","","shell","","1","table","","","Euaspidoceras ajax","species","313826","","Euaspidoceras ajax","species","313826","161.2","155.7","54156"
"150057","spm","","1286546","0","171546","MOZ-PI 9449/8","","","","shell","","1","table","","","Euaspidoceras ajax","species","313826","","Euaspidoceras ajax","species","313826","161.2","155.7","54156"
"150058","spm","","1286552","0","171548","MOZ-PI 9449/3","","","","shell","","1","table","","","Euaspidoceras ajax","species","313826","","Euaspidoceras ajax","species","313826","161.2","155.7","54156"
"150059","spm","","1286552","0","171548","MOZ-PI 9478","","","","shell","","1","table","","","Euaspidoceras ajax","species","313826","","Euaspidoceras ajax","species","313826","161.2","155.7","54156"
"150060","spm","","1286549","0","171547","MOZ-PI 9465","","","","shell","","1","table","","","Euaspidoceras ajax","species","313826","","Euaspidoceras ajax","species","313826","161.2","155.7","54156"
"150061","spm","","1253593","0","165741","MOZ-PI 9513","","","","shell","","1","table","","","Euaspidoceras ajax","species","313826","","Euaspidoceras ajax","species","313826","161.2","155.7","54156"
"150062","spm","","1253548","0","165734","MOZ-PI 9423","","","","shell","","1","table","","","Araucanites reyesi","species","313830","","Araucanites reyesi","species","313829","164.7","161.2","54156"
"150063","spm","","1253592","0","165741","MOZ-PI 9521","holotype","","","shell","","1","table","","","Veranadaites palmicostatus","species","313832","","Veranadaites palmicostatus","species","313832","161.2","155.7","54156"
"150064","spm","","1286556","0","171548","MOZ-PI 9475","","","","shell","","1","table","","","Veranadaites palmicostatus","species","313832","","Veranadaites palmicostatus","species","313832","161.2","155.7","54156"
"151125","spm","","1197941","0","125511","CV-2709","","","","forewing","","1","text","","","Araripeneura regia","species","290074","","Araripeneura regia","species","290074","122.46","112.03","55907"
"151126","spm","","1197941","0","125511","CV-2709","","","","body","","1","text","","","Araripeneura regia","species","290074","","Araripeneura regia","species","290074","122.46","112.03","55907"
"151127","spm","","1289444","0","125511","CV-2712","","","","forewing","","1","text","","","Caririneura damianii","species","292278","","Caririneura damianii","species","292278","122.46","112.03","55907"
"151128","spm","","1289455","0","125511","CV-6112","holotype","","","forewing","","1","text","","","Cratonemopteryx speciosa","species","326040","","Cratonemopteryx speciosa","species","326040","122.46","112.03","55907"
"151129","spm","","1289455","0","125511","CV-6112","holotype","","","body","","1","text","","","Cratonemopteryx speciosa","species","326040","","Cratonemopteryx speciosa","species","326040","122.46","112.03","55907"
"151130","spm","","1197949","0","125511","CV-6111","","","","forewing","","1","text","","","Megalopteryx audax","species","290091","recombined as","Cratonemopteryx audax","species","290091","122.46","112.03","55907"
"151131","spm","","1197949","0","125511","CV-6111","","","","body","","1","text","","","Megalopteryx audax","species","290091","recombined as","Cratonemopteryx audax","species","290091","122.46","112.03","55907"
"151132","spm","","1289454","0","125511","CV-2836","holotype","","","body","","1","text","","","Neurastenyx gigas","species","326039","","Neurastenyx gigas","species","326039","122.46","112.03","55907"
"151133","spm","","1289453","0","125511","CV-2711","holotype","","","forewing","","1","text","","","Cratoscalapha electroneura","species","326038","","Cratoscalapha electroneura","species","326038","122.46","112.03","55907"
"151134","spm","","1289452","0","125511","CV-2080","holotype","","","forewing","","1","text","","","Blittersdorffia pulcherrima","species","326036","","Blittersdorffia pulcherrima","species","326036","122.46","112.03","55907"
"151135","spm","","1289451","0","125511","CV-6110","holotype","","","forewing","","1","text","","","Paracaririneura priscila","species","326035","","Paracaririneura priscila","species","326035","122.46","112.03","55907"
"151136","spm","","1289451","0","125511","CV-6110","holotype","","","body","","1","text","","","Paracaririneura priscila","species","326035","","Paracaririneura priscila","species","326035","122.46","112.03","55907"
"151137","spm","","1289450","0","125511","CV-2461","holotype","","","forewing","","1","text","","","Caririneura crassatella","species","326033","recombined as","Araripeneura crassatella","species","326033","122.46","112.03","55907"
"151138","spm","","1289444","0","125511","CV-995","","","","hindwing","","1","text","","","Caririneura damianii","species","292278","","Caririneura damianii","species","292278","122.46","112.03","55907"
"151139","spm","","1289444","0","125511","CV-995","","","","body","","1","text","","","Caririneura damianii","species","292278","","Caririneura damianii","species","292278","122.46","112.03","55907"
"151140","spm","","1289485","0","122352","AMNH 44402","holotype","","","forewing","","1","text","","","Limaia adicotomica","species","326047","","Limaia adicotomica","species","326047","122.46","112.03","55909"
"151141","spm","","1289494","0","125511","CV-327","holotype","","","forewing","","1","text","","","Cratochrysa sublapsa","species","326048","","Cratochrysa sublapsa","species","326048","122.46","112.03","55909"
"151142","spm","","1289494","0","125511","CV-327","holotype","","","body","","1","text","","","Cratochrysa sublapsa","species","326048","","Cratochrysa sublapsa","species","326048","122.46","112.03","55909"
"151143","spm","","1289491","0","125510","RGMN-T010","holotype","","","forewing","","1","text","","","Pulchroptilonia espatifata","species","326050","","Pulchroptilonia espatifata","species","326050","122.46","112.03","55909"
"151144","spm","","1202662","31541","125511","CV-1536","holotype","","","forewing","","1","text","","","Cratosisyrops gonzagai","species","326051","","Cratosisyrops gonzagai","species","326051","122.46","112.03","55909"
"151145","spm","","1289492","0","125510","RGMN-T019","holotype","","","forewing","","1","text","","","Neliana impolluta","species","326052","","Neliana impolluta","species","326052","122.46","112.03","55909"
"151146","spm","","1289486","0","122352","AMNH 43288","holotype","","","forewing","","1","text","","","Blittersdorffia polyplusia","species","326053","","Blittersdorffia polyplusia","species","326053","122.46","112.03","55909"
"151147","spm","","1289486","0","122352","AMNH 43288","holotype","","","body","","1","text","","","Blittersdorffia polyplusia","species","326053","","Blittersdorffia polyplusia","species","326053","122.46","112.03","55909"
"151148","spm","","1289487","0","122352","AMNH 44412","holotype","","","forewing","","1","text","","","Neurastenyx polyhymnia","species","326055","recombined as","Baisopardus polyhymnia","species","326055","122.46","112.03","55909"
"151149","spm","","1289487","0","122352","AMNH 44412","holotype","","","body","","1","text","","","Neurastenyx polyhymnia","species","326055","recombined as","Baisopardus polyhymnia","species","326055","122.46","112.03","55909"
"151150","spm","","1289488","0","122352","AMNH 44411","holotype","","","forewing","","1","text","","","Karenina breviptera","species","211961","","Karenina breviptera","species","211961","122.46","112.03","55909"
"151151","spm","","1289496","0","125510","RGMN-T09","holotype","","","forewing","","1","text","","","Paraneurastenyx ascalaphix","species","326062","","Paraneurastenyx ascalaphix","species","326062","122.46","112.03","55911"
"151152","spm","","1289497","0","125510","RGMN-T10","holotype","","","forewing","","1","text","","","Pseudonymphes zambonii","species","317458","","Pseudonymphes zambonii","species","317458","122.46","112.03","55911"
"151405","spm","","1290572","0","122553","MNHN IPM-R.54375","holotype","","","hemelytron","","1","text","","","Araripebelostomum martinsnetoi","species","326245","","Araripebelostomum martinsnetoi","species","326245","122.46","112.03","55969"
"151406","spm","","1290572","0","122553","MNHN IPM-R.54375","holotype","","","body","","1","text","","","Araripebelostomum martinsnetoi","species","326245","","Araripebelostomum martinsnetoi","species","326245","122.46","112.03","55969"
"151658","spm","","1292397","0","125510","RGMN-T031","holotype","","","body","","1","text","","","Cratocoris shevchenkoae","species","326678","","Cratocoris shevchenkoae","species","326678","122.46","112.03","56052"
"151659","spm","","1292398","0","125510","RGMN-T030","holotype","","","forewing","","1","text","","","Xena nana","species","233350","recombined as","Netoxena nana","species","233350","122.46","112.03","56053"
"151723","spm","","1292732","0","138839","GP/1T-1673","holotype","","","forewing","","1","text","","","Cratoraphidia pulchra","species","212029","recombined as","Baissoptera pulchra","species","212029","122.46","112.03","5845"
"151905","spm","F","301878","0","29074","UFP 44, 5.4 x 92.3","holotype","","","microspore","","1","","","","Cicatricososporites decussatus","species","327454","","Cicatricososporites decussatus","species","327454","48.6","37.2","7828"
"151908","spm","F","297692","0","28440","UFP 12, 14.1 x 85.5","holotype","","","microspore","","1","","","","Clavatisporites mutisii","species","327457","","Clavatisporites mutisii","species","327457","58.7","55.8","7828"
"151909","spm","F","302386","0","29079","UFP 49, 9.4 x 84.5","holotype","","","microspore","","12","","","","Echinatisporis brevispinosus","species","327461","","Echinatisporis brevispinosus","species","327461","48.6","37.2","7828"
"151910","spm","F","301694","0","29073","UFP 43, 7.4 x 81.5","holotype","","","microspore","","6","","","","Apiculatasporites cingulatus","species","327298","","Apiculatasporites cingulatus","species","327298","48.6","37.2","7828"
"151911","spm","F","298835","0","28563","UFP 15, 21.2 x 92.1","holotype","","","microspore","","9","","","","Apiculatasporites obscurus","species","327437","","Apiculatasporites obscurus","species","327437","58.7","55.8","7828"
"151912","spm","F","299117","0","28772","UFP 27, 12 x 114","holotype","","","microspore","","6","","","Dimensions in equatorial view.","Ischyosporites problematicus","species","327217","","Ischyosporites problematicus","species","327217","55.8","48.6","7828"
"151913","spm","F","301871","0","29074","UFP 44, 5.1 x 99.5","holotype","","","microspore","","3","","","","Kirchheimerisporites tenuiradiatus","species","327508","","Kirchheimerisporites tenuiradiatus","species","327508","48.6","37.2","7828"
"151915","spm","F","302206","0","29075","UFP 45, 14.8 x 87.4","holotype","","","microspore","","4","","","","Osmundacidites minor","species","327521","","Osmundacidites minor","species","327521","48.6","37.2","7828"
"151917","spm","F","297662","0","28439","UFP 11, 15.5 x 108.5","holotype","","","microspore","","9","","","","Polypodiisporites echinatus","species","327541","","Polypodiisporites echinatus","species","327541","58.7","55.8","7828"
"151919","spm","F","299161","0","28775","UFP 34, 10 X 94.9","holotype","","","microspore","","9","","1","","Tuberositriletes verrucatus","species","327548","","Tuberositriletes verrucatus","species","327548","48.6","37.2","7828"
"151924","spm","F","297103","0","28435","UFP 8, 14 x 111.2","holotype","","","microspore","","3","","1","","Aglaoreidia foveolata","species","327723","","Aglaoreidia foveolata","species","327723","58.7","55.8","7828"
"152226","spm","","1300997","0","138890","UNIVALE CH 0011/2","holotype","","","tegmen","","1","text","","","Fonsecablatta patricioi","species","330127","","Fonsecablatta patricioi","species","330127","38","33.9","56637"
"152341","spm","","1304303","0","122557","SMNS 70287","holotype","","","hindwing","","1","text","","Length estimated 100-120 mm from 78 mm fragment","Makarkinia kerneri","species","331433","","Makarkinia kerneri","species","331433","122.46","112.03","56937"
"152832","spm","","1306390","0","140371","ROM 63698","holotype","","","body","","1","text","","","Raptoblatta waddingtonae","species","332887","","Raptoblatta waddingtonae","species","332887","122.46","112.03","57181"
"152846","spm","","1306738","0","125508","MCSNM iQ563","","","","forewing","","1","text","","","Araripenymphes seldeni","species","212133","","Araripenymphes seldeni","species","212133","122.46","112.03","57205"
"152847","spm","","1306738","0","125508","MCSNM iQ563","","","","hindwing","","1","text","","","Araripenymphes seldeni","species","212133","","Araripenymphes seldeni","species","212133","122.46","112.03","57205"
"152848","spm","","1306737","0","122918","WDC-CCFB-9","holotype","","","forewing","","1","text","","","Rafaelnymphes cratoensis","species","332960","","Rafaelnymphes cratoensis","species","332960","122.46","112.03","57205"
"152849","spm","","1306737","0","122918","WDC-CCFB-9","holotype","","","hindwing","","1","text","","","Rafaelnymphes cratoensis","species","332960","","Rafaelnymphes cratoensis","species","332960","122.46","112.03","57205"
"152850","spm","","1306737","0","122918","WDC-CCFB-9","holotype","","","body","","1","text","","","Rafaelnymphes cratoensis","species","332960","","Rafaelnymphes cratoensis","species","332960","122.46","112.03","57205"
"152967","spm","","1308308","0","175461","OUM KU602","","","","shell","","1","table","","","Pseudotissotia nigeriensis","species","145948","","Pseudotissotia nigeriensis","species","131962","93.5","89.3","57374"
"152968","spm","","1308308","0","175461","OUM KU601","","","","shell","","1","table","","","Pseudotissotia nigeriensis","species","145948","","Pseudotissotia nigeriensis","species","131962","93.5","89.3","57374"
"152969","spm","","1308308","0","175461","OUM KU600","","","","shell","","1","table","","","Pseudotissotia nigeriensis","species","145948","","Pseudotissotia nigeriensis","species","131962","93.5","89.3","57374"
"152970","spm","","1308308","0","175461","OUM KU597","","","","shell","","1","table","","","Pseudotissotia nigeriensis","species","145948","","Pseudotissotia nigeriensis","species","131962","93.5","89.3","57374"
"152971","spm","","1308308","0","175461","OUM KU595","","","","shell","","1","table","","","Pseudotissotia nigeriensis","species","145948","","Pseudotissotia nigeriensis","species","131962","93.5","89.3","57374"
"152974","spm","","1308728","0","122918","WDC-CCFB-10","holotype","","","forewing","","1","text","","","Baisopardus escuilliei","species","333711","","Baisopardus escuilliei","species","333711","122.46","112.03","57415"
"152975","spm","","1308727","0","122553","MNHN.F.53345","holotype","","","hindwing","","1","text","","","Baisopardus pumilio","species","333712","","Baisopardus pumilio","species","333712","122.46","112.03","57415"
"153179","spm","","1285419","0","171241","","","","","shell","","1","table","","","Pseudotoites argentinus","species","324042","recombined as","Pseudotoites (Pseudotoites) argentinus","species","324042","171.6","168.4","57456"
"153181","spm","","1285418","0","171241","","holotype","","","shell","","1","table","","","Stephanoceras transatlanticus","species","324043","recombined as","Pseudotoites (Pseudotoites) transatlanticus","species","324043","171.6","168.4","57456"
"153345","spm","","1310221","0","175825","CPBA 19834.1","","","","shell","","1","picture","","","Cymatoceras perstriatum","species","323864","","Cymatoceras perstriatum","species","323863","132.9","129.4","57580"
"153346","spm","","1310222","0","175826","CPBA 19861.3","","","","shell","","1","picture","","","Cymatoceras patagonicum","species","334472","","Cymatoceras patagonicum","species","334472","93.9","89.8","57580"
"153350","spm","","778648","0","83658","SNGM 1043","","","","shell","","1","","","Measurements from text and image","Cymatoceras perstriatum","species","323864","","Cymatoceras perstriatum","species","323863","130","125.45","28058"
