collection_no,source_database,collection.authorizer,occurrence.genus_reso,occurrence.genus_name,occurrence.species_reso,occurrence.species_name,original.genus_reso,original.genus_name,original.species_reso,original.species_name,collection.reference_no,10_my_bin
112590,PaleoDB,"M. Uhen",,Colubraria,,restitutus,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Colubraria,,withei,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Colubraria,,restitutus,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Crassispira,,jamaicensis,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Cylindritella,,crassilicata,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Cylindritella,,truncata,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Siphocypraea,,macrovoluta,,Cypraea,,macrovoluta,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Cypraea,,pennae,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Hindsiclava,,consors,,Drillia,,consors,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Ficus,,paraensis,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Diodora,,derbyi,,Fissuridea,,derbyi,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Rostellaria,,baumanni,,Fusus,,baumanni,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Lunatia,,lunula,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Voluta,,calligona,,Lyria,,calligona,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Mesalia,,rathbuni,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Mitra,,senecta,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Chicoreus,,brevifrons,,Murex,,brevifrons,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Haustellum,,pennae,,Murex,,pennae,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Chicoreus,,brevifrons,,Murex,,brevifrons,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Naticarius,,canrena,,Natica,,canrena,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Stigmaulax,,sulcata,,Natica,,sulcata,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Oliva,,paraensis,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Oliva,,pirabica,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Olivella,,paraensis,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Orthaulax,,brasiliensis,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Orthaulax,,inornatus,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Orthaulax,,pugnax,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Pachycrommium,,nativitatis,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Polystria,,albida,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Sconsia,,felix,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Pleurofusia,,camposi,,Surcula,,camposi,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Tritonidea,,amazonica,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Calliostoma,,cirrus,,Trochus,,cirrus,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Turbinella,,brasilianus,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Turbinella,,tuberculata,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Turritella,,gatunensis,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Turritella,,meunieri,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Turritella,,sulcigyrata,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Turritella,,tuberculata,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Turritella,,altilira,,Turritella,,altilira,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Torcula,,paraensis,,Turritella,,paraensis,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Umbrella,,derbyi,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Turbinella,,brasilianus,,Xancus,,brasilianus,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Xenophora,,conchyliophora,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Abertella,,complanata,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Agassizia,,eugeniae,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Anisopetalus,,oliveirai,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Prionocidaris,,sp.,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Acanthocarpus,,obscurus,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Callapa,,circularis,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Callinectes,cf.,declivis,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Callinectes,,pirabensis,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Callinectes,,reticulatus,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Callinectes,,sp.,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Euphylax,,septendentatus,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Necronectes,,tajinensis,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Portunus,,atecuicitilis,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Portunus,,haitensis,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Portunus,,spimanus,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Scylla,,costata,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Tetraxanthus,,rathbunae,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Balanus,,dentivarians,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Balanus,,eburneus,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Balanus,,improvisus,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Megabalanus,,tintinnabulum,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Carcharhinus,,ackermanii,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Carcharhinus,,egertoni,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Carcharhinus,,priscusi,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Carcharhinus,,sp.,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Carcharodon,,subauriculatus,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Galeocerdo,,paulinoi,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Ginglymostoma,,serra,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Hemipristis,,serra,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Isurus,,novus,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Nebrius,,obliquus,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Scoliodon,,taxandriae,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Sphyrna,,magna,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Dioplotherium,,allisoni,,,,,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Metaxytherium,,sp.,,Metaxitherium,,sp.,36658,"Cenozoic 5"
112590,PaleoDB,"M. Uhen",,Rytiodus,,sp.,,,,,36658,"Cenozoic 5"
112591,PaleoDB,"M. Uhen",,Arius,,sp.,,,,,36658,"Cenozoic 5"
112591,PaleoDB,"M. Uhen",,Diodon,,ferreirai,,,,,36658,"Cenozoic 5"
112591,PaleoDB,"M. Uhen",,Galeocerdo,,paulinoi,,,,,36658,"Cenozoic 5"
112591,PaleoDB,"M. Uhen",,Hemipristis,,serra,,,,,36658,"Cenozoic 5"
112591,PaleoDB,"M. Uhen",,Myliobatis,,sp.,,,,,36658,"Cenozoic 5"
112592,PaleoDB,"M. Uhen",,Arcinella,,yaquensis,,,,,36658,"Cenozoic 5"
112592,PaleoDB,"M. Uhen",,Cerithium,,williamsi,,,,,36658,"Cenozoic 5"
112592,PaleoDB,"M. Uhen",,Ficus,,paraensis,,,,,36658,"Cenozoic 5"
112592,PaleoDB,"M. Uhen",,Glycymeris,,bineminis,,,,,36658,"Cenozoic 5"
112593,PaleoDB,"M. Uhen",,Flabellum,,wailesi,,,,,36658,"Cenozoic 5"
112593,PaleoDB,"M. Uhen",,Steginoporella,,pirabensis,,,,,36658,"Cenozoic 5"
112593,PaleoDB,"M. Uhen",,Pitar,,circinatus,,,,,36658,"Cenozoic 5"
112593,PaleoDB,"M. Uhen",,Naticarius,,canrena,,Natica,,canrena,36658,"Cenozoic 5"
112593,PaleoDB,"M. Uhen",,Rhinoptera,,studeri,,,,,36658,"Cenozoic 5"
112593,PaleoDB,"M. Uhen",,Rhyzochlatrus,,vidalis,,,,,36658,"Cenozoic 5"
112594,PaleoDB,"M. Uhen",,Balanus,,eburneus,,,,,36658,"Cenozoic 5"
112594,PaleoDB,"M. Uhen",,Balanus,,improvisus,,,,,36658,"Cenozoic 5"
112595,PaleoDB,"M. Uhen",,Chlamys,,callimorpha,,Chlamys,,callimorpha,36658,"Cenozoic 5"
112595,PaleoDB,"M. Uhen",,Chlamys,,sentris,,Chlamys,,sentris,36658,"Cenozoic 5"
112595,PaleoDB,"M. Uhen",,Chlamys,,thalera,,Chlamys,,thalera,36658,"Cenozoic 5"
112595,PaleoDB,"M. Uhen",,Naticarius,,canrena,,Natica,,canrena,36658,"Cenozoic 5"
112595,PaleoDB,"M. Uhen",,Panopeus,,sp.,,,,,36658,"Cenozoic 5"
112596,PaleoDB,"M. Uhen",,Lunulites,,pileolus,,,,,36658,"Cenozoic 5"
112596,PaleoDB,"M. Uhen",,Steginoporella,,pirabensis,,,,,36658,"Cenozoic 5"
112596,PaleoDB,"M. Uhen",,Anadara,,brasiliana,,Anadara,,brasiliana,36658,"Cenozoic 5"
112596,PaleoDB,"M. Uhen",,Arca,,imbricata,,Arca,,imbricata,36658,"Cenozoic 5"
112596,PaleoDB,"M. Uhen",,Chama,cf.,agronomica,,,,,36658,"Cenozoic 5"
112596,PaleoDB,"M. Uhen",,Chione,,paraensis,,,,,36658,"Cenozoic 5"
112596,PaleoDB,"M. Uhen",,Lirophora,,agraria,,Chione,,agraria,36658,"Cenozoic 5"
112596,PaleoDB,"M. Uhen",,Argopecten,,gibbus,,Chlamys,,gibbus,36658,"Cenozoic 5"
112596,PaleoDB,"M. Uhen",,Argopecten,,capanemensis,,Chlamys,,capanemensis,36658,"Cenozoic 5"
112596,PaleoDB,"M. Uhen",,Chlamys,,glendonensis,,,,,36658,"Cenozoic 5"
112596,PaleoDB,"M. Uhen",,Caribachlamys,,sentis,,Chlamys,,sentis,36658,"Cenozoic 5"
112596,PaleoDB,"M. Uhen",,Cardita,,manteia,,,,,36658,"Cenozoic 5"
112596,PaleoDB,"M. Uhen",,Corbula,,querida,,Corbula,,querida,36658,"Cenozoic 5"
112596,PaleoDB,"M. Uhen",,Dosinia,,concentrica,,Dosinia,,concentrica,36658,"Cenozoic 5"
112596,PaleoDB,"M. Uhen",,Glycymeris,,bineminis,,,,,36658,"Cenozoic 5"
112596,PaleoDB,"M. Uhen",,Linga,,glomeramen,,Linga,,glomeramen,36658,"Cenozoic 5"
112596,PaleoDB,"M. Uhen",,Lucina,,pectinata,,,,,36658,"Cenozoic 5"
112596,PaleoDB,"M. Uhen",,Pitar,,perarcana,,Pitar,,perarcana,36658,"Cenozoic 5"
112596,PaleoDB,"M. Uhen",,Plicatula,,eroessa,,,,,36658,"Cenozoic 5"
112596,PaleoDB,"M. Uhen",,Pteria,,serini,,,,,36658,"Cenozoic 5"
112596,PaleoDB,"M. Uhen",,Venericardia,,agriculturae,,,,,36658,"Cenozoic 5"
112596,PaleoDB,"M. Uhen",,Globivenus,,thalestris,,Ventricolaria,,thalestris,36658,"Cenozoic 5"
112596,PaleoDB,"M. Uhen",,Architectonica,,nobilis,,,,,36658,"Cenozoic 5"
112596,PaleoDB,"M. Uhen",,Calliostoma,,derbyi,,,,,36658,"Cenozoic 5"
112596,PaleoDB,"M. Uhen",,Conus,,restitutus,,,,,36658,"Cenozoic 5"
112596,PaleoDB,"M. Uhen",,Conus,,whitei,,,,,36658,"Cenozoic 5"
112596,PaleoDB,"M. Uhen",,Diodora,,immortalis,,,,,36658,"Cenozoic 5"
112596,PaleoDB,"M. Uhen",,Orthaulax,,pugnax,,,,,36658,"Cenozoic 5"
112596,PaleoDB,"M. Uhen",,Macrophragma,,subvarians,,Petaloconchus,,subvarians,36658,"Cenozoic 5"
112596,PaleoDB,"M. Uhen",,Sinum,cf.,gabbi,,,,,36658,"Cenozoic 5"
112596,PaleoDB,"M. Uhen",,Siphocypraea,,pennai,,,,,36658,"Cenozoic 5"
112596,PaleoDB,"M. Uhen",,Turritella,,agronomica,,,,,36658,"Cenozoic 5"
112596,PaleoDB,"M. Uhen",,Turritella,,pirabica,,,,,36658,"Cenozoic 5"
112596,PaleoDB,"M. Uhen",,Calappa,,circularis,,,,,36658,"Cenozoic 5"
112596,PaleoDB,"M. Uhen",,Cyclocancer,,tuberculatus,,,,,36658,"Cenozoic 5"
112597,PaleoDB,"M. Uhen",,Adrana,,agronomica,,,,,36658,"Cenozoic 5"
112597,PaleoDB,"M. Uhen",,Florimetis,,trinitaria,,Apolymetis,,trinitaria,36658,"Cenozoic 5"
112597,PaleoDB,"M. Uhen",,Corbula,,querida,,Corbula,,querida,36658,"Cenozoic 5"
112597,PaleoDB,"M. Uhen",,Crassinella,,erichseni,,,,,36658,"Cenozoic 5"
112597,PaleoDB,"M. Uhen",,Crassinella,,martinicensis,,,,,36658,"Cenozoic 5"
112597,PaleoDB,"M. Uhen",,Pitar,,euglypta,,Pitar,,euglypta,36658,"Cenozoic 5"
112597,PaleoDB,"M. Uhen",,Pteria,cf.,serini,,,,,36658,"Cenozoic 5"
112597,PaleoDB,"M. Uhen",,Microcardium,,jamaicensis,,,,,36658,"Cenozoic 5"
112597,PaleoDB,"M. Uhen",,Alabina,,asperoides,,,,,36658,"Cenozoic 5"
112597,PaleoDB,"M. Uhen",,Bittium,,praevarium,,,,,36658,"Cenozoic 5"
112597,PaleoDB,"M. Uhen",,Cerithium,,sp.,,,,,36658,"Cenozoic 5"
112597,PaleoDB,"M. Uhen",,Conus,,sp.,,,,,36658,"Cenozoic 5"
112597,PaleoDB,"M. Uhen",,Littorina,,sp.,,,,,36658,"Cenozoic 5"
112597,PaleoDB,"M. Uhen",,Naticarius,,canrena,,Natica,,canrena,36658,"Cenozoic 5"
112597,PaleoDB,"M. Uhen",,Pachycrommium,,nativitatis,,,,,36658,"Cenozoic 5"
112597,PaleoDB,"M. Uhen",,Petaloconchus,,macrophragma,,,,,36658,"Cenozoic 5"
112597,PaleoDB,"M. Uhen",,Polinices,,sp.,,,,,36658,"Cenozoic 5"
112597,PaleoDB,"M. Uhen",,Potamides,,sp.,,,,,36658,"Cenozoic 5"
112597,PaleoDB,"M. Uhen",,Tectonica,cf.,pusilla,,,,,36658,"Cenozoic 5"
112597,PaleoDB,"M. Uhen",,Strioterebrum,,sp.,,Terebra,,sp.,36658,"Cenozoic 5"
112598,PaleoDB,"M. Uhen",,Amusium,,papyraceum,,,,,36658,"Cenozoic 5"
112598,PaleoDB,"M. Uhen",,Chione,,paraensis,,,,,36658,"Cenozoic 5"
112598,PaleoDB,"M. Uhen",,Chlamys,,glendonensis,,,,,36658,"Cenozoic 5"
112598,PaleoDB,"M. Uhen",,Argopecten,,daidela,,Chlamys,,daidela,36658,"Cenozoic 5"
112598,PaleoDB,"M. Uhen",,Dosinia,,concentrica,,Dosinia,,concentrica,36658,"Cenozoic 5"
112598,PaleoDB,"M. Uhen",,Fragum,,proavitum,,,,,36658,"Cenozoic 5"
112598,PaleoDB,"M. Uhen",,Laevicardium,,serratum,,Laevicardium,,laevigatum,36658,"Cenozoic 5"
112598,PaleoDB,"M. Uhen",,Pitar,,euglypta,,Pitar,,euglypta,36658,"Cenozoic 5"
112598,PaleoDB,"M. Uhen",,Venericardia,,perimetra,,,,,36658,"Cenozoic 5"
112598,PaleoDB,"M. Uhen",,Globivenus,,thalestris,,Ventricolaria,,thalestris,36658,"Cenozoic 5"
112598,PaleoDB,"M. Uhen",,Dentalium,,paulini,,,,,36658,"Cenozoic 5"
112598,PaleoDB,"M. Uhen",,Calliostoma,,retectum,,,,,36658,"Cenozoic 5"
112598,PaleoDB,"M. Uhen",,Clyptraea,,aperta,,,,,36658,"Cenozoic 5"
112598,PaleoDB,"M. Uhen",,Cypraea,,pennae,,,,,36658,"Cenozoic 5"
112598,PaleoDB,"M. Uhen",,Diodora,,derbyi,,,,,36658,"Cenozoic 5"
112598,PaleoDB,"M. Uhen",,Mesalia,,rathbuni,,,,,36658,"Cenozoic 5"
112598,PaleoDB,"M. Uhen",,Naticarius,,canrena,,Natica,,canrena,36658,"Cenozoic 5"
112598,PaleoDB,"M. Uhen",,Turritella,,altilira,,Turritella,,altilira,36658,"Cenozoic 5"
112599,PaleoDB,"M. Uhen",,Metula,,sp.,,,,,36658,"Cenozoic 5"
112599,PaleoDB,"M. Uhen",,Mitra,,sp.,,Mitra,,sp.,36658,"Cenozoic 5"
112599,PaleoDB,"M. Uhen",,Natica,,cenrena,,,,,36658,"Cenozoic 5"
112599,PaleoDB,"M. Uhen",,Potamides,,suprasulcatus,,,,,36658,"Cenozoic 5"
112599,PaleoDB,"M. Uhen",,Sinum,,sp.,,,,,36658,"Cenozoic 5"
112599,PaleoDB,"M. Uhen",,Antillophos,cf.,elegans,,Tritiaria,cf.,elegans,36658,"Cenozoic 5"
112599,PaleoDB,"M. Uhen",,Uromitra,cf.,triptum,,Vexillum,cf.,triptum,36658,"Cenozoic 5"
112600,PaleoDB,"M. Uhen",,Scapharca,,egleri,,Anadara,,egleri,36658,"Cenozoic 5"
112600,PaleoDB,"M. Uhen",,Arca,,imbricata,,Arca,,imbricata,36658,"Cenozoic 5"
112600,PaleoDB,"M. Uhen",,Chione,,subrostrata,,,,,36658,"Cenozoic 5"
112600,PaleoDB,"M. Uhen",,Argopecten,cf.,concinnatus,,Chlamys,cf.,concinnatus,36658,"Cenozoic 5"
112600,PaleoDB,"M. Uhen",,Pitar,,diminuta,,Pitar,,diminuta,36658,"Cenozoic 5"
112600,PaleoDB,"M. Uhen",,Naticarius,,canrena,,Natica,,canrena,36658,"Cenozoic 5"
112600,PaleoDB,"M. Uhen",,Potamides,,woodringi,,,,,36658,"Cenozoic 5"
112600,PaleoDB,"M. Uhen",,Rhinoclavis,,terpena,,Rhinoclavis,,terpena,36658,"Cenozoic 5"
112600,PaleoDB,"M. Uhen",,Turritella,,sulcigyrata,,,,,36658,"Cenozoic 5"
112600,PaleoDB,"M. Uhen",,Megabalanus,,tintinnabulum,,,,,36658,"Cenozoic 5"
112601,PaleoDB,"M. Uhen",,Anadara,,brasiliana,,Anadara,,brasiliana,36658,"Cenozoic 5"
112601,PaleoDB,"M. Uhen",,Anadara,,egleri,,,,,36658,"Cenozoic 5"
112601,PaleoDB,"M. Uhen",,Arca,,imbricata,,Arca,,imbricata,36658,"Cenozoic 5"
112601,PaleoDB,"M. Uhen",,Chione,,subrostrata,,,,,36658,"Cenozoic 5"
112601,PaleoDB,"M. Uhen",,Argopecten,cf.,concinnatus,,Chlamys,cf.,concinnatus,36658,"Cenozoic 5"
112601,PaleoDB,"M. Uhen",,Iphigenia,,ferreirai,,,,,36658,"Cenozoic 5"
112601,PaleoDB,"M. Uhen",,Noetia,cf.,trinitaria,,Noetia,cf.,trinitaria,36658,"Cenozoic 5"
112601,PaleoDB,"M. Uhen",,Crassostrea,,distans,,,,,36658,"Cenozoic 5"
112601,PaleoDB,"M. Uhen",,Tivela,,sulcata,,,,,36658,"Cenozoic 5"
112601,PaleoDB,"M. Uhen",,Mesalia,,rathbuni,,,,,36658,"Cenozoic 5"
112601,PaleoDB,"M. Uhen",,Mitra,,sp.,,Mitra,,sp.,36658,"Cenozoic 5"
112601,PaleoDB,"M. Uhen",,Naticarius,,canrena,,Natica,,canrena,36658,"Cenozoic 5"
112601,PaleoDB,"M. Uhen",,Potamides,,suprasulcatus,,,,,36658,"Cenozoic 5"
112601,PaleoDB,"M. Uhen",,Turbo,,brasiliensis,,Turbo,,brasiliensis,36658,"Cenozoic 5"
112601,PaleoDB,"M. Uhen",,Turritella,,meunieri,,,,,36658,"Cenozoic 5"
112601,PaleoDB,"M. Uhen",,Turritella,,sulcigyrata,,,,,36658,"Cenozoic 5"
112601,PaleoDB,"M. Uhen",,Turritella,,altilira,,Turritella,,altilira,36658,"Cenozoic 5"
114767,PaleoDB,"P. Mannion",,Coelodus,,toncoensis,,,,,55175,"Cretaceous 8"
114767,PaleoDB,"P. Mannion",,Dolichochampsa,,minima,,Crocodilia,,indet.,55175,"Cretaceous 8"
114914,PaleoDB,"R. Benson",,Susisuchus,"n. sp.",jaguaribensis,,,,,37218,
114920,PaleoDB,"R. Benson","n. gen.",Susisuchus,"n. sp.",anatoceps,,,,,37443,"Cretaceous 3"
114920,PaleoDB,"R. Benson",cf.,Araripesuchus,,sp.,,,,,37443,"Cretaceous 3"
114920,PaleoDB,"R. Benson","n. gen.",Caupedactylus,"n. sp.",ybaka,,,,,37443,"Cretaceous 3"
114971,PaleoDB,"P. Mannion",,Dolichochampsa,,minima,,,,,37227,"Cretaceous 8"
115134,PaleoDB,"R. Benson","n. gen.",Olindalacerta,"n. sp.",brasiliensis,,,,,37279,
115134,PaleoDB,"R. Benson",,Axelrodichthys,,sp.,,,,,37279,
115134,PaleoDB,"R. Benson",,Dastilbe,,crandalli,,,,,37279,
116302,PaleoDB,"M. Uhen",,Brachydelphis,,mazeasi,,,,,37487,
116639,PaleoDB,"R. Benson",,Callawayasaurus,"n. sp.",colombiensis,,Alzadasaurus,"n. sp.",colombiensis,37567,"Cretaceous 3"
116640,PaleoDB,"R. Benson",,Callawayasaurus,,colombiensis,,Alzadasaurus,,colombiensis,37567,"Cretaceous 3"
117100,PaleoDB,"M. Clapham","n. gen.",Chongichthys,"n. sp.",dentatus,,,,,37627,"Jurassic 5"
117175,Fossilworks,"J. Alroy",,Acherontisuchus,,guajiraensis,,,,,37661,"Cenozoic 1"
117926,PaleoDB,"R. Butler","n. gen.",Candelariodon,"n. sp.",barberenai,,,,,37898,"Triassic 2"
117926,PaleoDB,"R. Butler",,Massetognathus,,sp.,,,,,37898,"Triassic 2"
117946,PaleoDB,"M. Clapham",,Parahelicoprion,"n. sp.",mariosuarezi,,,,,37912,"Permian 1"
117981,PaleoDB,"R. Benson",,Paradracaena,,columbiana,,,,,37924,"Cenozoic 5"
117981,PaleoDB,"R. Benson",,Micoureus,,laventicus,,,,,37924,"Cenozoic 5"
117981,PaleoDB,"R. Benson",,Glossotheriopsis,,pascuali,,,,,37924,"Cenozoic 5"
117981,PaleoDB,"R. Benson",,Neonematherium,,flabellatum,,,,,37924,"Cenozoic 5"
117996,PaleoDB,"M. Clapham","n. gen.",Parnaibaia,"n. sp.",maranhaoensis,,,,,37940,
118038,PaleoDB,"P. Mannion",,Caiman,cf.,latirostris,,,,,53486,"Cenozoic 6"
118106,PaleoDB,"M. Uhen",,Ginglymostoma,,delfortriei,,,,,38039,"Cenozoic 5"
118106,PaleoDB,"M. Uhen",,Otodus,,megalodon,,Carcharodon,,megalodon,38039,"Cenozoic 5"
118106,PaleoDB,"M. Uhen",,Carcharodon,,subauriculatus,,,,,38039,"Cenozoic 5"
118106,PaleoDB,"M. Uhen",,Hemipristis,,serra,,,,,38039,"Cenozoic 5"
118106,PaleoDB,"M. Uhen",,Paragaleus,,sp.,,,,,38039,"Cenozoic 5"
118106,PaleoDB,"M. Uhen",,Carcharhinus,,ackermani,,,,,38039,"Cenozoic 5"
118106,PaleoDB,"M. Uhen",,Carcharrhinus,,egertoni,,,,,38039,"Cenozoic 5"
118106,PaleoDB,"M. Uhen",,Galeocerdo,,aduncus,,,,,38039,"Cenozoic 5"
118106,PaleoDB,"M. Uhen",,Negaprion,,eurybathrodon,,,,,38039,"Cenozoic 5"
118106,PaleoDB,"M. Uhen",,Rhyzoprionodon,,sp.,,,,,38039,"Cenozoic 5"
118106,PaleoDB,"M. Uhen",,Sphyrna,,sp.,,,,,38039,"Cenozoic 5"
118106,PaleoDB,"M. Uhen",,Pristis,,sp.,,,,,38039,"Cenozoic 5"
118106,PaleoDB,"M. Uhen",,Rhynchobatus,,sp.,,,,,38039,"Cenozoic 5"
118106,PaleoDB,"M. Uhen",,Dasyatis,,sp.,,,,,38039,"Cenozoic 5"
118106,PaleoDB,"M. Uhen",,Plinthicus,,stenodon,,,,,38039,"Cenozoic 5"
118106,PaleoDB,"M. Uhen",,Mobula,,sp.,,,,,38039,"Cenozoic 5"
118106,PaleoDB,"M. Uhen",,Albula,,sp.,,,,,38039,"Cenozoic 5"
118106,PaleoDB,"M. Uhen",,Pythonichthys,,sp.,,,,,38039,"Cenozoic 5"
118106,PaleoDB,"M. Uhen",,Conger,,sp.,,,,,38039,"Cenozoic 5"
118106,PaleoDB,"M. Uhen",,Paraconger,,guianensis,,,,,38039,"Cenozoic 5"
118106,PaleoDB,"M. Uhen",,Rhynchoconger,aff.,flavus,,,,,38039,"Cenozoic 5"
118106,PaleoDB,"M. Uhen",,Ariosoma,,balearicum,,,,,38039,"Cenozoic 5"
118106,PaleoDB,"M. Uhen",,Harengula,aff.,clupeola,,,,,38039,"Cenozoic 5"
118106,PaleoDB,"M. Uhen",,Illisha,,sp.,,,,,38039,"Cenozoic 5"
118106,PaleoDB,"M. Uhen",,Neopistopterus,,sp.,,,,,38039,"Cenozoic 5"
118106,PaleoDB,"M. Uhen",,Pellona,,sp.,,,,,38039,"Cenozoic 5"
118106,PaleoDB,"M. Uhen",,Arius,aff.,keesleri,,,,,38039,"Cenozoic 5"
118106,PaleoDB,"M. Uhen",,Cathorops,,sp.,,,,,38039,"Cenozoic 5"
118106,PaleoDB,"M. Uhen",,Genidens,,sp.,,,,,38039,"Cenozoic 5"
118106,PaleoDB,"M. Uhen",,Plotosus,,sp.,,,,,38039,"Cenozoic 5"
118106,PaleoDB,"M. Uhen",,Diaphus,aff.,problematicus,,,,,38039,"Cenozoic 5"
118106,PaleoDB,"M. Uhen",,Diaphus,aff.,regani,,,,,38039,"Cenozoic 5"
118106,PaleoDB,"M. Uhen",,Diaphus,,sp.,,,,,38039,"Cenozoic 5"
118106,PaleoDB,"M. Uhen",,Hygophum,,hygomi,,,,,38039,"Cenozoic 5"
118106,PaleoDB,"M. Uhen",,Myctophum,aff.,punctatus,,,,,38039,"Cenozoic 5"
118106,PaleoDB,"M. Uhen",,Bregmaceros,,sp.,,,,,38039,"Cenozoic 5"
118106,PaleoDB,"M. Uhen",,Membras,,sp.,,,,,38039,"Cenozoic 5"
