collection_no,source_database,collection.authorizer,occurrence.genus_reso,occurrence.genus_name,occurrence.species_reso,occurrence.species_name,original.genus_reso,original.genus_name,original.species_reso,original.species_name,collection.reference_no,10_my_bin
67386,PaleoDB,"M. Uhen",aff.,Epicrates,,sp.,,,,,19222,"Cenozoic 6"
67386,PaleoDB,"M. Uhen",,Phoberomys,,bordasi,,,,,19222,"Cenozoic 6"
67386,PaleoDB,"M. Uhen",,Chelonoidis,,sp.,,,,,19222,"Cenozoic 6"
67386,PaleoDB,"M. Uhen",,Drytomomys,,sp.,,,,,19222,"Cenozoic 6"
67386,PaleoDB,"M. Uhen",,Acresuchus,,pachytemporalis,,,,,19222,"Cenozoic 6"
67540,ETE,"M. Carrano",,Aeolosaurus,"n. sp.",maximus,,Aeolosaurus,,sp.,17227,
67633,PaleoDB,"M. Uhen",,Eremotherium,cf.,laurillardi,,,,,19288,"Cenozoic 6"
67633,PaleoDB,"M. Uhen",,Haplomastodon,,chimborazi,,,,,19288,"Cenozoic 6"
67633,PaleoDB,"M. Uhen",,Geochelone,"sensu lato",sp.,,,,,19288,"Cenozoic 6"
67634,PaleoDB,"M. Uhen",,Phalacrocorax,aff.,bougainvillii,,,,,19301,"Cenozoic 6"
67634,PaleoDB,"M. Uhen",,Phalacrocorax,,sp.,,,,,19301,"Cenozoic 6"
67656,ETE,"M. Carrano",?,Roxochelys,,sp.,,,,,19317,"Cretaceous 8"
67712,Fossilworks,"J. Alroy","n. gen.",Santanachelys,"n. sp.",gaffneyi,,,,,6053,"Cretaceous 4"
67712,Fossilworks,"J. Alroy",,Araripemys,,barretoi,,,,,6053,"Cretaceous 4"
67712,Fossilworks,"J. Alroy","n. gen.",Thalassodromeus,"n. sp.",sethi,,,,,6053,"Cretaceous 4"
67712,Fossilworks,"J. Alroy",,Tupuxuara,"n. sp.",leonardii,,,,,6053,"Cretaceous 4"
67712,Fossilworks,"J. Alroy",,Anhanguera,"n. sp.",piscator,,,,,6053,"Cretaceous 4"
67712,Fossilworks,"J. Alroy",,Anhanguera,,robustus,,Coloborhynchus,,robustus,6053,"Cretaceous 4"
67712,Fossilworks,"J. Alroy",,Tupuxuara,cf.,longicristatus,,,,,6053,"Cretaceous 4"
67712,Fossilworks,"J. Alroy",,Tupuxuara,"n. sp.",deliradamus,,,,,6053,"Cretaceous 4"
67712,Fossilworks,"J. Alroy",,Tupuxuara,,sp.,,,,,6053,"Cretaceous 4"
67712,Fossilworks,"J. Alroy","n. gen.",Unwindia,"n. sp.",trigonus,,,,,6053,"Cretaceous 4"
67712,Fossilworks,"J. Alroy","n. gen.",Santanaraptor,"n. sp.",placidus,,,,,6053,"Cretaceous 4"
67712,Fossilworks,"J. Alroy","n. gen.",Cearachelys,"n. sp.",placidoi,,,,,6053,"Cretaceous 4"
67712,Fossilworks,"J. Alroy","n. gen.",Caririemys,"n. sp.",violetae,,,,,6053,"Cretaceous 4"
67858,Fossilworks,"J. Alroy",,Toxodon,,sp.,,,,,19392,"Cenozoic 6"
68025,PaleoDB,"M. Uhen",,Pontoporia,,blainvillii,,Pontoporia,,blainvillei,19473,
68025,PaleoDB,"M. Uhen",,Otaria,,byronia,,,,,19473,
68026,PaleoDB,"M. Uhen",,Pontoporia,,blainvillii,,Pontoporia,,blainvillei,19473,
68027,PaleoDB,"M. Uhen",,Inia,,geoffrensis,,,,,19474,
68031,PaleoDB,"M. Uhen",,Sotalia,,guianensis,,,,,19478,
68364,Fossilworks,"J. Alroy",,Podocnemis,"n. sp.",negrii,,,,,19681,"Cenozoic 6"
68402,PaleoDB,"D. Croft",?,Acrocyon,,sp.,,,,,19694,"Cenozoic 5"
68402,PaleoDB,"D. Croft",,Plesiotypotherium,,sp.,,,,,19694,"Cenozoic 5"
68402,PaleoDB,"D. Croft",,Proterotherium,,sp.,,Diadiaphorus,,sp.,19694,"Cenozoic 5"
68402,PaleoDB,"D. Croft",,Stenotatus,,sp.,,,,,19694,"Cenozoic 5"
68402,PaleoDB,"D. Croft",cf.,Peltephilus,,sp.,,,,,19694,"Cenozoic 5"
68402,PaleoDB,"D. Croft",,Propalaehoplophorus,,sp.,,,,,19694,"Cenozoic 5"
68402,PaleoDB,"D. Croft",?,Glyptodon,,sp.,?,Neothoracophorus,,sp.,19694,"Cenozoic 5"
68402,PaleoDB,"D. Croft",,Prolagostomus,,sp.,,,,,19694,"Cenozoic 5"
68402,PaleoDB,"D. Croft",,Hegetotherium,,cerdasensis,,Hegetotherium,,sp.,19694,"Cenozoic 5"
68477,PaleoDB,"D. Croft",,Microtypotherium,,choquecotense,,,,,19694,"Cenozoic 5"
68477,PaleoDB,"D. Croft",,Prozaedyus,,sp.,,,,,19694,"Cenozoic 5"
68503,PaleoDB,"D. Croft",,Plesiotypotherium,,minus,,,,,19694,
68503,PaleoDB,"D. Croft",,Plesiotypotherium,cf.,achirense,,,,,19694,
68503,PaleoDB,"D. Croft",,Microtypotherium,cf.,choquecotense,,,,,19694,
68503,PaleoDB,"D. Croft",,Plesiotypotherium,cf.,majus,,,,,19694,
68503,PaleoDB,"D. Croft",,Orthomyctera,,sp.,,,,,19694,
68623,PaleoDB,"D. Croft",cf.,Theosodon,,sp.,,,,,19694,"Cenozoic 5"
68628,ETE,"M. Carrano",,Caririchnium,,magnificum,,,,,19798,
68628,ETE,"M. Carrano",,Staurichnium,,diogenis,,,,,19798,
68788,PaleoDB,"D. Croft",cf.,Microtypotherium,,choquecotense,,,,,19694,"Cenozoic 6"
68791,PaleoDB,"D. Croft",,Simomylodon,,uccasamamensis,,,,,67269,"Cenozoic 6"
68791,PaleoDB,"D. Croft",,Plesiotypotherium,"n. sp.",casirense,aff.,Plesiotypotherium,,achirense,67269,"Cenozoic 6"
68792,PaleoDB,"D. Croft",cf.,Doellotatus,,sp.,,,,,30674,"Cenozoic 6"
68792,PaleoDB,"D. Croft",cf.,Paleuphractus,,sp.,,,,,30674,"Cenozoic 6"
68792,PaleoDB,"D. Croft",,Pseudohegetotherium,,sp.,,,,,30674,"Cenozoic 6"
68792,PaleoDB,"D. Croft",,Protypotherium,,sp.,,,,,30674,"Cenozoic 6"
68792,PaleoDB,"D. Croft",,Protabrocoma,,sp.,,,,,30674,"Cenozoic 6"
68792,PaleoDB,"D. Croft",?,Orthomyctera,,sp.,,,,,30674,"Cenozoic 6"
68792,PaleoDB,"D. Croft",?,Cardiomys,,sp.,,,,,30674,"Cenozoic 6"
68792,PaleoDB,"D. Croft",,Lagostomus,,sp.,,Lagostomopsis,,sp.,30674,"Cenozoic 6"
68792,PaleoDB,"D. Croft",cf.,Sciamys,,sp.,,,,,30674,"Cenozoic 6"
70641,PaleoDB,"D. Croft",,Sparassocynus,,heterotopicus,,,,,19694,"Cenozoic 6"
70641,PaleoDB,"D. Croft",,Microtragulus,,bolivianus,,,,,19694,"Cenozoic 6"
70641,PaleoDB,"D. Croft",cf.,Plaina,,sp.,,,,,19694,"Cenozoic 6"
70641,PaleoDB,"D. Croft",,Macroeuphractus,,sp.,,,,,19694,"Cenozoic 6"
70641,PaleoDB,"D. Croft",cf.,Megatherium,,sp.,,,,,19694,"Cenozoic 6"
70641,PaleoDB,"D. Croft",,Posnanskytherium,,desaguaderoi,,,,,19694,"Cenozoic 6"
70641,PaleoDB,"D. Croft",cf.,Promacrauchenia,,sp.,,,,,19694,"Cenozoic 6"
70641,PaleoDB,"D. Croft",,Praectenomys,,rhombidens,,,,,19694,"Cenozoic 6"
70641,PaleoDB,"D. Croft",,Praectenomys,,vagus,,,,,19694,"Cenozoic 6"
70641,PaleoDB,"D. Croft",,Phugatherium,,saavedrai,,Chapalmatherium,,saavedrai,19694,"Cenozoic 6"
70642,PaleoDB,"D. Croft",,Macroeuphractus,aff.,moreni,,,,,19694,"Cenozoic 6"
70642,PaleoDB,"D. Croft",cf.,Neosclerocalyptus,,sp.,cf.,Sclerocalyptus,,sp.,19694,"Cenozoic 6"
70642,PaleoDB,"D. Croft",cf.,Plohophorops,,sp.,,,,,19694,"Cenozoic 6"
70642,PaleoDB,"D. Croft",,Posnanskytherium,,desaguaderoi,,,,,19694,"Cenozoic 6"
70642,PaleoDB,"D. Croft",cf.,Promacrauchenia,,sp.,,,,,19694,"Cenozoic 6"
70643,PaleoDB,"D. Croft",,Posnanskytherium,,desaguaderoi,,,,,19694,"Cenozoic 6"
70643,PaleoDB,"D. Croft",cf.,Promacrauchenia,,sp.,,,,,19694,"Cenozoic 6"
70643,PaleoDB,"D. Croft",,Simomylodon,,uccasamamensis,,,,,19694,"Cenozoic 6"
70643,PaleoDB,"D. Croft","n. gen.",Aymaratherium,"n. sp.",jeani,,,,,19694,"Cenozoic 6"
70643,PaleoDB,"D. Croft",,Megatherium,,altiplanicum,,,,,19694,"Cenozoic 6"
70643,PaleoDB,"D. Croft",,Macrauchenia,,sp.,,,,,19694,"Cenozoic 6"
70643,PaleoDB,"D. Croft",,Posnanskytherium,cf.,viscachanense,,,,,19694,"Cenozoic 6"
70643,PaleoDB,"D. Croft",,Plaina,,sp.,,,,,19694,"Cenozoic 6"
70644,PaleoDB,"D. Croft",,Posnanskytherium,,sp.,,,,,19694,"Cenozoic 6"
70644,PaleoDB,"D. Croft",,Promacrauchenia,,sp.,,,,,19694,"Cenozoic 6"
70652,PaleoDB,"D. Croft",,Plaxhaplous,,sp.,,,,,19694,"Cenozoic 6"
70652,PaleoDB,"D. Croft",,Glossotherium,,sp.,,,,,19694,"Cenozoic 6"
70652,PaleoDB,"D. Croft",,Macrauchenia,cf.,ullomensis,,,,,19694,"Cenozoic 6"
70653,PaleoDB,"D. Croft",,Scelidodon,cf.,tarijensis,,,,,19694,"Cenozoic 6"
70653,PaleoDB,"D. Croft",,Macrauchenia,cf.,patagonica,,Macrauchenia,cf.,patachonica,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Lutreolina,,crassicaudata,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Chaetophractus,,tarijensis,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Chaetophractus,,villosus,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Euphractus,,sexcinctus,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Propraopus,cf.,sulcatus,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Pampatherium,cf.,humboldtii,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Glyptodon,cf.,sellowi,,Chlamydotherium,cf.,sellowi,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Glyptodon,,reticulatus,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Hoplophorus,,echazui,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Panochthus,cf.,tuberculatus,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Nothropus,,tarijensis,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Megatherium,,tarijensis,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Glossotherium,,tarijensis,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Lestodon,,armatus,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Scelidodon,,tarijensis,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Andinomys,cf.,edea,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Calomys,cf.,lancha,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Kunsia,,fronto,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Nectomys,cf.,squamipes,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Oxymycterus,cf.,paranensis,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Phyllotis,cf.,darwini,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Ctenomys,,subassentiens,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Ctenomys,,brachyrhinus,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Euryzygomatomys,,hoffstetteri,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Myocastor,,perditus,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Coendou,,magnus,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Coendou,,sp.,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Hydrochoerus,,sp.,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Neochoerus,,tarijensis,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Canis,,dirus,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Chrysocyon,,brachyurus,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Canis,,gymnocercus,,Pseudalopex,,gymnocercus,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Theriodictis,,tarijensis,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Protocyan,,troglodytes,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Arctodus,,tarijensis,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Arctodus,,wingei,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Nasua,,sp.,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Conepatus,,suffocans,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Puma,,concolor,,Felis,,concolor,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Felis,,yaguaroundi,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Panthera,,onca,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Smilodon,,populator,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Macrauchenia,,patagonica,,Macrauchenia,,patachonica,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Toxodon,cf.,platensis,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Notiomastodon,,sp.,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Notiomastodon,,sp.,,Haplomastodon,,sp.,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Equus,,insulatus,,Equus,,insulatus,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Hippidion,,principale,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Hippidion,,bonaerensis,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Hippidion,,devillei,,Onohippidium,,devillei,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Tapirus,,tarijensis,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Platygonus,,tarijensis,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Lama,cf.,oweni,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Lama,,glama,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Lama,,provicugna,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Palaeolama,,sp.,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Charitoceros,,tarijensis,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Hippocamelus,,sp.,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Bufo,cf.,marinus,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Ceratophrys,,sp.,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Vultur,,gryphus,,,,,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Glyptodon,,sp.,,Neothoracophorus,cf.,elevatus,19694,"Cenozoic 6"
70673,PaleoDB,"D. Croft",,Cuvieronius,,tropicus,,Cuvieronius,,hyodon,19694,"Cenozoic 6"
71112,Fossilworks,"J. Alroy",,Proscelidodon,,patrius,,,,,23837,"Cenozoic 6"
71112,Fossilworks,"J. Alroy",,Plaina,,sp.,,,,,23837,"Cenozoic 6"
71112,Fossilworks,"J. Alroy",,Plohophorus,,sp.,,,,,23837,"Cenozoic 6"
71112,Fossilworks,"J. Alroy",,Paraglyptodon,,sp.,,,,,23837,"Cenozoic 6"
71112,Fossilworks,"J. Alroy",,Caviodon,,sp.,,,,,23837,"Cenozoic 6"
71112,Fossilworks,"J. Alroy",,Promacrauchenia,,sp.,,,,,23837,"Cenozoic 6"
71112,Fossilworks,"J. Alroy",,Posnanskytherium,,desaguaderoi,,,,,23837,"Cenozoic 6"
71112,Fossilworks,"J. Alroy",,Posnanskytherium,,sp.,,,,,23837,"Cenozoic 6"
71112,Fossilworks,"J. Alroy",,Plaina,,intermedia,,,,,23837,"Cenozoic 6"
71112,Fossilworks,"J. Alroy",,Posnanskytherium,"n. sp.",inchasense,,,,,23837,"Cenozoic 6"
71112,Fossilworks,"J. Alroy","n. gen.",Hypsitherium,"n. sp.",bolivianum,,,,,23837,"Cenozoic 6"
71112,Fossilworks,"J. Alroy",,Simomylodon,,uccasamamensis,,Glossotherium,cf.,chapadmalensis,23837,"Cenozoic 6"
71112,Fossilworks,"J. Alroy",,Phugatherium,,saavedrai,,Chapalmatherium,cf.,saavedrai,23837,"Cenozoic 6"
71296,Fossilworks,"J. Alroy",,Macrauchenia,,patagonica,,Macrauchenia,,patachonica,23908,"Cenozoic 6"
71296,Fossilworks,"J. Alroy",,Megatherium,,americanum,,,,,23908,"Cenozoic 6"
71296,Fossilworks,"J. Alroy",,Scelidotherium,,sp.,,,,,23908,"Cenozoic 6"
71296,Fossilworks,"J. Alroy",,Mazama,,andina,,,,,23908,"Cenozoic 6"
71296,Fossilworks,"J. Alroy",,Equus,,sp.,,,,,23908,"Cenozoic 6"
71296,Fossilworks,"J. Alroy",,Bufo,,spinulosus,,,,,23908,"Cenozoic 6"
72086,ETE,"M. Carrano","n. gen.",Gomphodontosuchus,"n. sp.",brasiliensis,,,,,24667,
72086,ETE,"M. Carrano",,Hoplitosuchus,,raui,,,,,24667,
72086,ETE,"M. Carrano","n. gen.",Alemoatherium,"n. sp.",huebneri,,,,,24667,
72087,ETE,"M. Carrano","n. gen.",Nhandumirim,"n. sp.",waldsangae,,,,,24388,"Triassic 4"
72087,ETE,"M. Carrano",,Teyumbaita,,sulcognathus,,Scaphonyx,,fischeri,24388,"Triassic 4"
72088,ETE,"M. Carrano",,Rauisuchus,,tiradentes,,,,,24388,
72088,ETE,"M. Carrano",,Hyperodapedon,,sp.,,Cephalonia,,lotziana,24388,
72089,ETE,"M. Carrano",,Rauisuchus,,tiradentes,,,,,24388,
72089,ETE,"M. Carrano",,Hyperodapedon,,sp.,,Cephalonia,,lotziana,24388,
72090,ETE,"M. Carrano",,Hyperodapedon,,sp.,,Scaphonyx,,fischeri,24388,
72090,ETE,"M. Carrano","n. gen.",Hoplitosuchus,"n. sp.",raui,,,,,24388,
72090,ETE,"M. Carrano",?,Procerosuchus,,sp.,,,,,24388,
72090,ETE,"M. Carrano","n. gen.",Staurikosaurus,"n. sp.",pricei,"n. gen.",Teyuwasu,"n. sp.",barberenai,24388,
72136,ETE,"M. Carrano",,Rauisuchus,,tiradentes,,,,,24388,
72136,ETE,"M. Carrano",,Hyperodapedon,,sp.,,Scaphonyx,,fischeri,24388,
72136,ETE,"M. Carrano",,Hyperodapedon,,sp.,,Cephalonia,,lotziana,24388,
72137,ETE,"M. Carrano",,Hyperodapedon,,sp.,,Scaphonyx,,fischeri,24388,
72138,ETE,"M. Carrano",,Hyperodapedon,,sp.,,Scaphonyx,,fischeri,24388,
72139,ETE,"M. Carrano",,Hyperodapedon,,sp.,,Scaphonyx,,fischeri,24388,
72140,ETE,"M. Carrano",,Stahleckeria,,potens,,,,,24668,"Triassic 2"
72140,ETE,"M. Carrano",,Dicynodon,?,turpior,,,,,24668,"Triassic 2"
72141,ETE,"M. Carrano",,Prestosuchus,"n. sp.",chiniquensis,,Prestosuchus,"n. sp.",loricatus,24668,"Triassic 2"
72141,ETE,"M. Carrano",,Dicynodon,,turpior,,,,,24668,"Triassic 2"
72141,ETE,"M. Carrano",,Dicynodon,,tener,,,,,24668,"Triassic 2"
72141,ETE,"M. Carrano",?,Traversodon,,stahleckeri,,,,,24668,"Triassic 2"
73780,PaleoDB,"M. Uhen",,Pachycetus,,sp.,,Protocetidae,,indet.,36484,"Cenozoic 3"
73817,PaleoDB,"M. Uhen","n. gen.",Perudyptes,"n. sp.",devriesi,,,,,24742,"Cenozoic 2"
73818,PaleoDB,"M. Uhen","n. gen.",Icadyptes,"n. sp.",salasi,,,,,24742,"Cenozoic 3"
77193,Fossilworks,"J. Alroy",,Xenopus,"n. sp.",romeri,,,,,31062,
77193,Fossilworks,"J. Alroy","n. gen.",Apodops,"n. sp.",pricei,,,,,31062,
78512,PaleoDB,"M. Uhen",,Piscobalaena,,nana,,,,,26394,"Cenozoic 5"
78518,PaleoDB,"M. Uhen","n. gen.",Nazcacetus,"n. sp.",urbinai,,,,,26394,"Cenozoic 6"
78518,PaleoDB,"M. Uhen",,Brachydelphis,,mazeasi,,,,,26394,"Cenozoic 6"
78518,PaleoDB,"M. Uhen",,Otodus,,megalodon,,Carcharodon,,megalodon,26394,"Cenozoic 6"
78518,PaleoDB,"M. Uhen",,Acrophyseter,,sp.,,,,,26394,"Cenozoic 6"
78518,PaleoDB,"M. Uhen","n. gen.",Chavinziphius,"n. sp.",maxillocristatus,,,,,26394,"Cenozoic 6"
78519,PaleoDB,"M. Uhen",,Otodus,,megalodon,,Carcharocles,,megalodon,26394,
78576,Fossilworks,"J. Alroy",,Neosclerocalyptus,cf.,heusseri,,,,,26422,"Cenozoic 6"
78576,Fossilworks,"J. Alroy",,Glyptodon,,sp.,,,,,26422,"Cenozoic 6"
78576,Fossilworks,"J. Alroy",,Panochthus,,sp.,,,,,26422,"Cenozoic 6"
78576,Fossilworks,"J. Alroy",,Toxodon,,sp.,,,,,26422,"Cenozoic 6"
78576,Fossilworks,"J. Alroy",,Notiomastodon,,sp.,,Stegomastodon,,sp.,26422,"Cenozoic 6"
78577,Fossilworks,"J. Alroy",,Toxodon,cf.,gezi,,,,,26422,"Cenozoic 6"
78577,Fossilworks,"J. Alroy",,Morenelaphus,,sp.,,,,,26422,"Cenozoic 6"
78577,Fossilworks,"J. Alroy",,Equus,,caballus,,Equus,,neogeus,26422,"Cenozoic 6"
78577,Fossilworks,"J. Alroy",,Smilodon,,populator,,,,,26422,"Cenozoic 6"
78577,Fossilworks,"J. Alroy",,Notiomastodon,,sp.,,Stegomastodon,,sp.,26422,"Cenozoic 6"
78578,Fossilworks,"J. Alroy",,Glyptodon,,sp.,,,,,26422,"Cenozoic 6"
78578,Fossilworks,"J. Alroy",,Neosclerocalyptus,cf.,heusseri,,,,,26422,"Cenozoic 6"
78578,Fossilworks,"J. Alroy",,Scelidotherium,cf.,leptocephalum,,,,,26422,"Cenozoic 6"
78578,Fossilworks,"J. Alroy",,Stegomastodon,cf.,platensis,,,,,26422,"Cenozoic 6"
78578,Fossilworks,"J. Alroy",,Toxodon,,sp.,,,,,26422,"Cenozoic 6"
78578,Fossilworks,"J. Alroy",,Notiomastodon,,sp.,,Stegomastodon,,sp.,26422,"Cenozoic 6"
78579,Fossilworks,"J. Alroy",,Propraopus,,sulcatus,,Propraopus,,grandis,26422,"Cenozoic 6"
78579,Fossilworks,"J. Alroy",,Stegomastodon,cf.,platensis,,,,,26422,"Cenozoic 6"
78580,Fossilworks,"J. Alroy",,Equus,cf.,caballus,,Equus,cf.,neogeus,26422,"Cenozoic 6"
78580,Fossilworks,"J. Alroy",,Megatherium,,sp.,,,,,26422,"Cenozoic 6"
78581,Fossilworks,"J. Alroy",,Megatherium,cf.,americanum,,,,,26422,"Cenozoic 6"
78582,Fossilworks,"J. Alroy",,Panochthus,,sp.,,,,,26422,"Cenozoic 6"
78583,Fossilworks,"J. Alroy",,Lestodon,,sp.,,,,,26422,"Cenozoic 6"
78584,Fossilworks,"J. Alroy",,Toxodon,,sp.,,,,,26422,"Cenozoic 6"
78657,PaleoDB,"J. Mueller",,Provelosaurus,,americanus,,,,,26448,"Permian 3"
79347,PaleoDB,"D. Croft","n. gen.",Kiyumylodon,"n. sp.",lecuonai,,,,,26601,"Cenozoic 6"
79347,PaleoDB,"D. Croft","n. gen.",Lestobradys,"n. sp.",sprechmanni,,,,,26601,"Cenozoic 6"
79347,PaleoDB,"D. Croft",,Pseudoplohophorus,,sp.,,,,,26601,"Cenozoic 6"
79631,PaleoDB,"D. Croft",,Paramyocastor,,diligens,,,,,26701,"Cenozoic 6"
79631,PaleoDB,"D. Croft",,Paramyocastor,cf.,diligens,,,,,26701,"Cenozoic 6"
79631,PaleoDB,"D. Croft",,Eumysops,,sp.,,,,,26701,"Cenozoic 6"
79631,PaleoDB,"D. Croft",,Paedotherium,,typicum,,,,,26701,"Cenozoic 6"
80364,PaleoDB,"M. Uhen",,Pliomorphus,,ameghinioi,,,,,27017,"Cenozoic 6"
80364,PaleoDB,"M. Uhen",,Saurocetes,,argentinus,,,,,27017,"Cenozoic 6"
80364,PaleoDB,"M. Uhen",,Pseudoplohophorus,,coloniensis,,,,,27017,"Cenozoic 6"
80364,PaleoDB,"M. Uhen",,Pseudoplohophorus,,sp.,,,,,27017,"Cenozoic 6"
81491,PaleoDB,"M. Uhen",,Nanosiren,"n. sp.",sanchezi,,,,,27454,"Cenozoic 6"
81491,PaleoDB,"M. Uhen",,Carcharhinus,,sp.,,,,,27454,"Cenozoic 6"
81491,PaleoDB,"M. Uhen",,Pristis,,sp.,,,,,27454,"Cenozoic 6"
81491,PaleoDB,"M. Uhen",,Myliobatis,,sp.,,,,,27454,"Cenozoic 6"
81491,PaleoDB,"M. Uhen",,Bagre,,sp.,,,,,27454,"Cenozoic 6"
82092,PaleoDB,"M. Uhen",,Feresa,,attenuata,,,,,27685,
82786,ETE,"M. Carrano","n. gen.",Uberabatitan,"n. sp.",ribeiroi,,,,,27836,"Cretaceous 8"
83250,ETE,"M. Carrano",,Lepisosteus,,cominatoi,,,,,27962,"Cretaceous 8"
83262,ETE,"M. Carrano",,Itaimbeia,,sp.,,,,,27965,"Cretaceous 8"
83262,ETE,"M. Carrano",,Anodontites,,sp.,,,,,27965,"Cretaceous 8"
83263,ETE,"M. Carrano",,Aeolosaurus,,sp.,,,,,27965,"Cretaceous 8"
83300,ETE,"M. Carrano",,Amblyochara,,sp.,,,,,27966,"Cretaceous 8"
83300,ETE,"M. Carrano",cf.,Gobichara,,groeberi,,,,,27966,"Cretaceous 8"
83300,ETE,"M. Carrano",,Gobichara,,sp.,,,,,27966,"Cretaceous 8"
83300,ETE,"M. Carrano",?,Chara,,sp.,,,,,27966,"Cretaceous 8"
83300,ETE,"M. Carrano",,Ilyocypris,"n. sp.",setembrinopetrii,,,,,27966,"Cretaceous 8"
83300,ETE,"M. Carrano",,Ilyocypris,informal,"sp. 1",,,,,27966,"Cretaceous 8"
83300,ETE,"M. Carrano",,Neuquenocypris,,minor,,,,,27966,"Cretaceous 8"
83300,ETE,"M. Carrano",,Virgatocypris,,mezzalirai,,,,,27966,"Cretaceous 8"
83300,ETE,"M. Carrano",,Candonopsis,,sp.,,,,,27966,"Cretaceous 8"
83301,ETE,"M. Carrano",,Feistiella,cf.,globosa,,,,,27966,"Cretaceous 8"
83301,ETE,"M. Carrano",,Feistiella,cf.,costata,,,,,27966,"Cretaceous 8"
